ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment
ProtoGermanic-414_wentruz-1,,ProtoGermanic,414_wentruz,*wentruz,wentruz,w e n t r u z,,,76,,,,w e n t - r ( u z )
German-414_wentruz-1,,German,414_wentruz,Winter,vɪntər,v ɪ n t ə r,,,76,,,,v ɪ n t ə r ( - - )
English-414_wentruz-1,,English,414_wentruz,winter,ʋɪntər,ʋ ɪ n t ə r,,,76,,,,ʋ ɪ n t ə r ( - - )
Dutch-414_wentruz-1,,Dutch,414_wentruz,winter,ʋɪntər,ʋ ɪ n t ə r,,,76,,,,ʋ ɪ n t ə r ( - - )
ProtoGermanic-283_skalkaz-1,,ProtoGermanic,283_skalkaz,*skalkaz,skalkaz,s k a l k a z,,,77,,,,s k a l k ( a z )
German-283_skalkaz-1,,German,283_skalkaz,Schalk,ʃalk,ʃ a l k,,,77,,,,ʃ - a l k ( - - )
Dutch-283_skalkaz-1,,Dutch,283_skalkaz,schalk,sxɑlk,s x ɑ l k,,,77,,,,s x ɑ l k ( - - )
ProtoGermanic-195_malanan-1,,ProtoGermanic,195_malanan,*malanan,malanan,m a l a n a n,,,78,,,,m a l a n ( a n )
German-195_malanan-1,,German,195_malanan,mahlen,maːlən,m aː l ə n,,,78,,,,m aː l ə n ( - - )
Dutch-195_malanan-1,,Dutch,195_malanan,malen,maːlə,m aː l ə,,,78,,,,m aː l ə - ( - - )
ProtoGermanic-234_raiso-1,,ProtoGermanic,234_raiso,*raisō,raisoː,r ai s oː,,,79,,,,r ai s oː
German-234_raiso-1,,German,234_raiso,Reise,raizə,r ai z ə,,,79,,,,r ai z ə
Dutch-234_raiso-1,,Dutch,234_raiso,reis,rɛɪs,r ɛɪ s,,,79,,,,r ɛɪ s -
ProtoGermanic-241_rausan-1,,ProtoGermanic,241_rausan,*rausan,rausan,r au s a n,,,80,,,,r au s ( a n )
German-241_rausan-1,,German,241_rausan,Rohr,roːr,r oː r,,,80,,,,r oː r ( - - )
Dutch-241_rausan-1,,Dutch,241_rausan,roer,ruːr,r uː r,,,80,,,,r uː r ( - - )
ProtoGermanic-459_xanxistaz-1,,ProtoGermanic,459_xanxistaz,*xanxistaz,xanxistaz,x a n x i s t a z,,,81,,,,x a n x ( i ) s t ( a z )
German-459_xanxistaz-1,,German,459_xanxistaz,Hengst,hɛŋst,h ɛ ŋ s t,,,81,,,,h ɛ ŋ - ( - ) s t ( - - )
Dutch-459_xanxistaz-1,,Dutch,459_xanxistaz,hengst,hɛŋst,h ɛ ŋ s t,,,81,,,,h ɛ ŋ - ( - ) s t ( - - )
ProtoGermanic-33_brudiz-1,,ProtoGermanic,33_brudiz,*brūdiz,bruːdiz,b r uː d i z,,,82,,,,b r uː d ( i z )
German-33_brudiz-1,,German,33_brudiz,Braut,braut,b r au t,,,82,,,,b r au t ( - - )
English-33_brudiz-1,,English,33_brudiz,bride,braɪd,b r aɪ d,,,82,,,,b r aɪ d ( - - )
Dutch-33_brudiz-1,,Dutch,33_brudiz,bruid,brœyt,b r œy t,,,82,,,,b r œy t ( - - )
ProtoGermanic-227_neuron-1,,ProtoGermanic,227_neuron,*neurōn,neuroːn,n eu r oː n,,,83,,,,n eu r oː ( n )
German-227_neuron-1,,German,227_neuron,Niere,niːrə,n iː r ə,,,83,,,,n iː r ə ( - )
Dutch-227_neuron-1,,Dutch,227_neuron,nier,niːr,n iː r,,,83,,,,n iː r - ( - )
ProtoGermanic-317_spennanan-1,,ProtoGermanic,317_spennanan,*spennanan,spennanan,s p e nː a n a n,,,84,,,,s p e nː a n ( a n )
German-317_spennanan-1,,German,317_spennanan,spinnen,ʃpɪnən,ʃ p ɪ n ə n,,,84,,,,ʃ p ɪ n ə n ( - - )
English-317_spennanan-1,,English,317_spennanan,spin,spɪn,s p ɪ n,,,84,,,,s p ɪ n - - ( - - )
Dutch-317_spennanan-1,,Dutch,317_spennanan,spinnen,spɪnə,s p ɪ n ə,,,84,,,,s p ɪ n ə - ( - - )
ProtoGermanic-455_xalsaz-1,,ProtoGermanic,455_xalsaz,*xalsaz,xalsaz,x a l s a z,,,85,,,,x a l s ( a z )
German-455_xalsaz-1,,German,455_xalsaz,Hals,hals,h a l s,,,85,,,,h a l s ( - - )
Dutch-455_xalsaz-1,,Dutch,455_xalsaz,hals,hɑls,h ɑ l s,,,85,,,,h ɑ l s ( - - )
ProtoGermanic-289_skelduz-1,,ProtoGermanic,289_skelduz,*skelduz,skelduz,s k e l d u z,,,86,,,,s k e l d ( u z )
German-289_skelduz-1,,German,289_skelduz,Schild,ʃɪlt,ʃ ɪ l d/t,,,86,,,,ʃ - ɪ l d/t ( - - )
English-289_skelduz-1,,English,289_skelduz,shield,ʃiːld,ʃ iː l d,,,86,,,,ʃ - iː l d ( - - )
Dutch-289_skelduz-1,,Dutch,289_skelduz,schild,sxɪlt,s x ɪ l t,,,86,,,,s x ɪ l t ( - - )
ProtoGermanic-5_balluz-1,,ProtoGermanic,5_balluz,*balluz,balluz,b a lː u z,,,87,,,,b a lː ( u z )
German-5_balluz-1,,German,5_balluz,Ball,bal,b a l,,,87,,,,b a l ( - - )
English-5_balluz-1,,English,5_balluz,ball,bɔːl,b ɔː l,,,87,,,,b ɔː l ( - - )
Dutch-5_balluz-1,,Dutch,5_balluz,bal,bɑl,b ɑ l,,,87,,,,b ɑ l ( - - )
ProtoGermanic-230_nistan-1,,ProtoGermanic,230_nistan,*nistan,nistan,n i s t a n,,,88,,,,n i s t ( a n )
German-230_nistan-1,,German,230_nistan,Nest,nɛst,n ɛ s t,,,88,,,,n ɛ s t ( - - )
English-230_nistan-1,,English,230_nistan,nest,nɛst,n ɛ s t,,,88,,,,n ɛ s t ( - - )
Dutch-230_nistan-1,,Dutch,230_nistan,nest,nɛst,n ɛ s t,,,88,,,,n ɛ s t ( - - )
ProtoGermanic-336_sterbanan-1,,ProtoGermanic,336_sterbanan,*sterbanan,sterbanan,s t e r b a n a n,,,89,,,,s t e r b a n a n
German-336_sterbanan-1,,German,336_sterbanan,sterben,ʃtɛrbən,ʃ t ɛ r b ə n,,,89,,,,ʃ t ɛ r b ə n - -
English-336_sterbanan-1,,English,336_sterbanan,starve,stɑːv,s t ɑː v,,,89,,,,s t ɑː - v - - - -
Dutch-336_sterbanan-1,,Dutch,336_sterbanan,sterven,stɛrvə,s t ɛ r v ə,,,89,,,,s t ɛ r v ə - - -
ProtoGermanic-228_newun-1,,ProtoGermanic,228_newun,*newun,newun,n e w u n,,,90,,,,n e w u n
German-228_newun-1,,German,228_newun,neun,nɔyn,n ɔy n,,,90,,,,n ɔy - - n
English-228_newun-1,,English,228_newun,nine,naɪn,n aɪ n,,,90,,,,n aɪ - - n
Dutch-228_newun-1,,Dutch,228_newun,negen,neːɣə,n eː ɣ ə,,,90,,,,n eː ɣ ə -
ProtoGermanic-374_tappon-1,,ProtoGermanic,374_tappon,*tappōn,tappoːn,t a pː oː n,,,91,,,,t a pː oː ( n )
German-374_tappon-1,,German,374_tappon,Zapfen,t͡sap͡fən,ts a pf ə n,,,91,,,,ts a pf ə ( n )
English-374_tappon-1,,English,374_tappon,tap,tæp,t æ p,,,91,,,,t æ p - ( - )
Dutch-374_tappon-1,,Dutch,374_tappon,tap,tɑp,t ɑ p,,,91,,,,t ɑ p - ( - )
ProtoGermanic-265_salbo-1,,ProtoGermanic,265_salbo,*salbō,salboː,s a l b oː,,,92,,,,s a l b oː
German-265_salbo-1,,German,265_salbo,Salbe,zalbə,z a l b ə,,,92,,,,z a l b ə
English-265_salbo-1,,English,265_salbo,salve,sælv,s æ l v,,,92,,,,s æ l v -
Dutch-265_salbo-1,,Dutch,265_salbo,zalf,zɑlf,z ɑ l f,,,92,,,,z ɑ l f -
ProtoGermanic-493_xundaz-1,,ProtoGermanic,493_xundaz,*xundaz,xundaz,x u n d a z,,,93,,,,x u n d ( a z )
German-493_xundaz-1,,German,493_xundaz,Hund,hʊnt,h ʊ n t,,,93,,,,h ʊ n d ( - - )
English-493_xundaz-1,,English,493_xundaz,hound,haʊnd,h aʊ n d,,,93,,,,h aʊ n d ( - - )
Dutch-493_xundaz-1,,Dutch,493_xundaz,hond,hɔnt,h ɔ n t,,,93,,,,h ɔ n t ( - - )
ProtoGermanic-104_fuxsaz-1,,ProtoGermanic,104_fuxsaz,*fuxsaz,fuxsaz,f u x s a z,,,94,,,,f u x s ( a z )
German-104_fuxsaz-1,,German,104_fuxsaz,Fuchs,fʊks,f ʊ k s,,,94,,,,f ʊ k s ( - - )
English-104_fuxsaz-1,,English,104_fuxsaz,fox,fɔks,f ɔ k s,,,94,,,,f ɔ k s ( - - )
Dutch-104_fuxsaz-1,,Dutch,104_fuxsaz,vos,vɔs,v ɔ s,,,94,,,,v ɔ - s ( - - )
ProtoGermanic-476_xerdo-1,,ProtoGermanic,476_xerdo,*xerdō,xerdoː,x e r d oː,,,95,,,,x e r d ( oː )
German-476_xerdo-1,,German,476_xerdo,Herde,heːrdə,h eː r d/t ə,,,95,,,,h eː r d/t ( ə )
English-476_xerdo-1,,English,476_xerdo,herd,hɜːd,h ɜː d,,,95,,,,h ɜː - d ( - )
ProtoGermanic-484_xnigwanan-1,,ProtoGermanic,484_xnigwanan,*xnīgwanan,xniːgwanan,x n iː gʷ a n a n,,,96,,,,x n iː gʷ a n ( a n )
German-484_xnigwanan-1,,German,484_xnigwanan,neigen,naiɡən,n ai ɡ ə n,,,96,,,,- n ai ɡ ə n ( - - )
Dutch-484_xnigwanan-1,,Dutch,484_xnigwanan,neigen,nɛɪɣə,n ɛɪ ɣ ə,,,96,,,,- n ɛɪ ɣ ə - ( - - )
ProtoGermanic-500_xwoston-1,,ProtoGermanic,500_xwoston,*xwōstōn,xwoːstoːn,xʷ oː s t oː n,,,97,,,,xʷ oː s t ( oː n )
German-500_xwoston-1,,German,500_xwoston,Husten,hʊstən,h ʊ s t ə n,,,97,,,,h ʊ s t ( ə n )
Dutch-500_xwoston-1,,Dutch,500_xwoston,hoest,huːst,h uː s t,,,97,,,,h uː s t ( - - )
ProtoGermanic-508_ankaz-1,,ProtoGermanic,508_ankaz,*θankaz,θankaz,θ a n k a z,,,98,,,,θ a n k ( a z )
German-508_ankaz-1,,German,508_ankaz,denken,dɛŋkən,d ɛ ŋ k ə n,,,98,,,,d ɛ ŋ k ( ə n )
English-508_ankaz-1,,English,508_ankaz,think,θɪŋk,θ ɪ ŋ k,,,98,,,,θ ɪ ŋ k ( - - )
Dutch-508_ankaz-1,,Dutch,508_ankaz,denken,dɛŋkə,d ɛ ŋ k ə,,,98,,,,d ɛ ŋ k ( ə - )
ProtoGermanic-343_strawjanan-1,,ProtoGermanic,343_strawjanan,*strawjanan,strawjanan,s t r a w j a n a n,,,99,,,,s t r a w j a n ( a n )
German-343_strawjanan-1,,German,343_strawjanan,streuen,ʃtrɔyən,ʃ t r ɔy ə n,,,99,,,,ʃ t r ɔy - - ə n ( - - )
English-343_strawjanan-1,,English,343_strawjanan,strew,struː,s t r uː,,,99,,,,s t r uː - - - - ( - - )
Dutch-343_strawjanan-1,,Dutch,343_strawjanan,strooien,stroːjə,s t r oː j ə,,,99,,,,s t r oː - j ə - ( - - )
ProtoGermanic-76_fedworez-1,,ProtoGermanic,76_fedworez,*fedwōrez,fedwoːrez,f e d w oː r e z,,,100,,,,f e ( d w oː ) r ( e z )
German-76_fedworez-1,,German,76_fedworez,vier,fiːr,f iː r,,,100,,,,f iː ( - - - ) r ( - - )
English-76_fedworez-1,,English,76_fedworez,four,fɔːr,f ɔː r,,,100,,,,f ɔː ( - - - ) r ( - - )
Dutch-76_fedworez-1,,Dutch,76_fedworez,vier,viːr,v iː r,,,100,,,,v iː ( - - - ) r ( - - )
ProtoGermanic-319_speru-1,,ProtoGermanic,319_speru,*speru,speru,s p e r u,,,101,,,,s p e r ( u )
German-319_speru-1,,German,319_speru,Speer,ʃpeːr,ʃ p eː r,,,101,,,,ʃ p eː r ( - )
English-319_speru-1,,English,319_speru,spear,spɪər,s p ɪə r,,,101,,,,s p ɪə r ( - )
Dutch-319_speru-1,,Dutch,319_speru,speer,speːr,s p eː r,,,101,,,,s p eː r ( - )
ProtoGermanic-158_laugo-1,,ProtoGermanic,158_laugo,*laugō,laugoː,l au g oː,,,102,,,,l au g oː
German-158_laugo-1,,German,158_laugo,Lauge,lauɡə,l au ɡ ə,,,102,,,,l au ɡ ə
English-158_laugo-1,,English,158_laugo,lye,laɪ,l aɪ,,,102,,,,l aɪ - -
Dutch-158_laugo-1,,Dutch,158_laugo,loog,loːx,l oː x,,,102,,,,l oː x -
ProtoGermanic-492_xunagan-1,,ProtoGermanic,492_xunagan,*xunagan,xunagan,x u n a g a n,,,103,,,,x u n a g ( a n )
German-492_xunagan-1,,German,492_xunagan,Honig,hoːnɪx,h oː n ɪ x,,,103,,,,h oː n ɪ x ( - - )
English-492_xunagan-1,,English,492_xunagan,honey,hʌnɪ,h ʌ n ɪ,,,103,,,,h ʌ n ɪ - ( - - )
Dutch-492_xunagan-1,,Dutch,492_xunagan,honing,hoːnɪŋ,h oː n ɪ ŋ,,,103,,,,h oː n ɪ - ( - ŋ )
ProtoGermanic-202_medjaz-1,,ProtoGermanic,202_medjaz,*medjaz,medjaz,m e d j a z,,,104,,,,m e d j ( a z )
German-202_medjaz-1,,German,202_medjaz,Mitte,mɪtə,m ɪ t ə,,,104,,,,m ɪ t - ( ə - )
Dutch-202_medjaz-1,,Dutch,202_medjaz,midden,mɪdə,m ɪ d ə,,,104,,,,m ɪ d - ( ə - )
ProtoGermanic-40_burojanan-1,,ProtoGermanic,40_burojanan,*burōjanan,buroːjanan,b u r oː j a n a n,,,105,,,,b u r ( oː ) j a n ( a n )
German-40_burojanan-1,,German,40_burojanan,bohren,boːrən,b oː r ə n,,,105,,,,b oː r ( - ) - ə n ( - - )
English-40_burojanan-1,,English,40_burojanan,bore,bɔːr,b ɔː r,,,105,,,,b ɔː r ( - ) - - - ( - - )
Dutch-40_burojanan-1,,Dutch,40_burojanan,boren,boːrə,b oː r ə,,,105,,,,b oː r ( - ) - ə - ( - - )
ProtoGermanic-445_xagjaz-1,,ProtoGermanic,445_xagjaz,*xagjaz,xagjaz,x a g j a z,,,106,,,,x a g j ( a z )
German-445_xagjaz-1,,German,445_xagjaz,Hecke,hɛkə,h ɛ k ə,,,106,,,,h ɛ k - ( ə - )
English-445_xagjaz-1,,English,445_xagjaz,hedge,hɛʤ,h ɛ ʤ,,,106,,,,h ɛ ʤ - ( - - )
Dutch-445_xagjaz-1,,Dutch,445_xagjaz,heg,hɛx,h ɛ x,,,106,,,,h ɛ x - ( - - )
ProtoGermanic-39_burdiz-1,,ProtoGermanic,39_burdiz,*burdiz,burdiz,b u r d i z,,,107,,,,( - - ) b u r d ( i z )
German-39_burdiz-1,,German,39_burdiz,Geburt,ɡəbuːrt,ɡ ə b uː r t,,,107,,,,( ɡ ə ) b uː r t ( - - )
English-39_burdiz-1,,English,39_burdiz,birth,bɜːθ,b ɜː θ,,,107,,,,( - - ) b ɜː - θ ( - - )
Dutch-39_burdiz-1,,Dutch,39_burdiz,geboorte,xəboːrtə,x ə b oː r t ə,,,107,,,,( x ə ) b oː r t ( ə - )
ProtoGermanic-458_xanduz-1,,ProtoGermanic,458_xanduz,*xanduz,xanduz,x a n d u z,,,108,,,,x a n d ( u z )
German-458_xanduz-1,,German,458_xanduz,Hand,hant,h a n t,,,108,,,,h a n d ( - - )
English-458_xanduz-1,,English,458_xanduz,hand,hænd,h æ n d,,,108,,,,h æ n d ( - - )
Dutch-458_xanduz-1,,Dutch,458_xanduz,hand,hɑnt,h ɑ n t,,,108,,,,h ɑ n t ( - - )
ProtoGermanic-57_draumaz-1,,ProtoGermanic,57_draumaz,*draumaz,draumaz,d r au m a z,,,109,,,,d r au m ( a z )
German-57_draumaz-1,,German,57_draumaz,Traum,traum,t r au m,,,109,,,,t r au m ( - - )
English-57_draumaz-1,,English,57_draumaz,dream,driːm,d r iː m,,,109,,,,d r iː m ( - - )
Dutch-57_draumaz-1,,Dutch,57_draumaz,droom,droːm,d r oː m,,,109,,,,d r oː m ( - - )
ProtoGermanic-435_wegiz-1,,ProtoGermanic,435_wegiz,*wēgiz,weːgiz,w eː g i z,,,110,,,,w eː g i ( z )
German-435_wegiz-1,,German,435_wegiz,Waage,vaːɡə,v aː ɡ ə,,,110,,,,v aː ɡ ə ( - )
Dutch-435_wegiz-1,,Dutch,435_wegiz,waag,ʋaːx,ʋ aː x,,,110,,,,ʋ aː x - ( - )
ProtoGermanic-162_laojanan-1,,ProtoGermanic,162_laojanan,*laθōjanan,laθoːjanan,l a θ oː j a n a n,,,111,,,,l a θ ( oː ) j a n ( a n )
German-162_laojanan-1,,German,162_laojanan,laden,laːdən,l aː d ə n,,,111,,,,l aː d ( - ) - ə n ( - - )
English-162_laojanan-1,,English,162_laojanan,lade,leɪd,l eɪ d,,,111,,,,l eɪ d ( - ) - - - ( - - )
Dutch-162_laojanan-1,,Dutch,162_laojanan,laden,laːdə,l aː d ə,,,111,,,,l aː d ( - ) - ə - ( - - )
ProtoGermanic-55_deuzan-1,,ProtoGermanic,55_deuzan,*deuzan,deuzan,d eu z a n,,,112,,,,d eu z ( a n )
German-55_deuzan-1,,German,55_deuzan,Tier,tiːr,t iː r,,,112,,,,t iː r ( - - )
English-55_deuzan-1,,English,55_deuzan,deer,dɪər,d ɪə r,,,112,,,,d ɪə r ( - - )
Dutch-55_deuzan-1,,Dutch,55_deuzan,dier,diːr,d iː r,,,112,,,,d iː r ( - - )
ProtoGermanic-397_walaz-1,,ProtoGermanic,397_walaz,*walaz,walaz,w a l a z,,,113,,,,w a l ( a z )
German-397_walaz-1,,German,397_walaz,Wal,vaːl,v aː l,,,113,,,,v aː l ( - - )
English-397_walaz-1,,English,397_walaz,whale,ʋeɪl,ʋ eɪ l,,,113,,,,ʋ eɪ l ( - - )
Dutch-397_walaz-1,,Dutch,397_walaz,wal,ʋɑl,ʋ ɑ l,,,113,,,,ʋ ɑ l ( - - )
ProtoGermanic-325_spenuz-1,,ProtoGermanic,325_spenuz,*spēnuz,speːnuz,s p eː n u z,,,114,,,,s p eː n ( u z )
German-325_spenuz-1,,German,325_spenuz,Span,ʃpaːn,ʃ p aː n,,,114,,,,ʃ p aː n ( - - )
English-325_spenuz-1,,English,325_spenuz,spoon,spuːn,s p uː n,,,114,,,,s p uː n ( - - )
Dutch-325_spenuz-1,,Dutch,325_spenuz,spaan,spaːn,s p aː n,,,114,,,,s p aː n ( - - )
ProtoGermanic-504_edro-1,,ProtoGermanic,504_edro,*ēdro,eːdro,eː d r o,,,115,,,,eː d - r ( o )
German-504_edro-1,,German,504_edro,Ader,aːdər,aː d ə r,,,115,,,,aː d ə r ( - )
Dutch-504_edro-1,,Dutch,504_edro,ader,aːdər,aː d ə r,,,115,,,,aː d ə r ( - )
ProtoGermanic-132_kernon-1,,ProtoGermanic,132_kernon,*kernōn,kernoːn,k e r n oː n,,,116,,,,k e r n oː n
German-132_kernon-1,,German,132_kernon,Kern,kɛrn,k ɛ r n,,,116,,,,k ɛ r - - n
Dutch-132_kernon-1,,Dutch,132_kernon,kern,kɛrn,k ɛ r n,,,116,,,,k ɛ r - - n
ProtoGermanic-527_usundi-1,,ProtoGermanic,527_usundi,*θūs-undī,θuːs+undiː,θ uː s + u n d iː,,,117,,,,θ uː s ( + ) u n d ( iː )
German-527_usundi-1,,German,527_usundi,tausend,tauzənt,t au z ə n d,,,117,,,,t au z ( - ) ə n d ( - )
English-527_usundi-1,,English,527_usundi,thousand,θaʊzṇd,θ aʊ z ə n d,,,117,,,,θ aʊ z ( - ) ə n d ( - )
Dutch-527_usundi-1,,Dutch,527_usundi,duizend,dœyzənt,d œy z ə n t,,,117,,,,d œy z ( - ) ə n t ( - )
ProtoGermanic-215_nablon-1,,ProtoGermanic,215_nablon,*nablōn,nabloːn,n a b l oː n,,,118,,,,n a b - l ( oː n )
German-215_nablon-1,,German,215_nablon,Nabel,naːbəl,n aː b ə l,,,118,,,,n aː b ə l ( - - )
English-215_nablon-1,,English,215_nablon,navel,neɪvḷ,n eɪ v ə l,,,118,,,,n eɪ v ə l ( - - )
Dutch-215_nablon-1,,Dutch,215_nablon,navel,naːvəl,n aː v ə l,,,118,,,,n aː v ə l ( - - )
ProtoGermanic-490_xultan-1,,ProtoGermanic,490_xultan,*xultan,xultan,x u l t a n,,,119,,,,x u l t ( a n )
German-490_xultan-1,,German,490_xultan,Holz,hɔlt͡s,h ɔ l ts,,,119,,,,h ɔ l ts ( - - )
Dutch-490_xultan-1,,Dutch,490_xultan,hout,hɑut,h ɑu t,,,119,,,,h ɑu - t ( - - )
ProtoGermanic-456_xamaraz-1,,ProtoGermanic,456_xamaraz,*xamaraz,xamaraz,x a m a r a z,,,120,,,,x a m a r ( a z )
German-456_xamaraz-1,,German,456_xamaraz,Hammer,hamər,h a m ə r,,,120,,,,h a m ə r ( - - )
English-456_xamaraz-1,,English,456_xamaraz,hammer,hæmər,h æ m ə r,,,120,,,,h æ m ə r ( - - )
Dutch-456_xamaraz-1,,Dutch,456_xamaraz,hamer,haːmər,h aː m ə r,,,120,,,,h aː m ə r ( - - )
ProtoGermanic-348_stiganan-1,,ProtoGermanic,348_stiganan,*stīganan,stiːganan,s t iː g a n a n,,,121,,,,s t iː g a n ( a n )
German-348_stiganan-1,,German,348_stiganan,steigen,ʃtaiɡən,ʃ t ai ɡ ə n,,,121,,,,ʃ t ai ɡ ə n ( - - )
Dutch-348_stiganan-1,,Dutch,348_stiganan,stijgen,stɛɪɣə,s t ɛɪ ɣ ə,,,121,,,,s t ɛɪ ɣ ə - ( - - )
ProtoGermanic-71_falanan-1,,ProtoGermanic,71_falanan,*falθanan,falθanan,f a l θ a n a n,,,122,,,,f a l θ a n ( a n )
German-71_falanan-1,,German,71_falanan,falten,faltən,f a l t ə n,,,122,,,,f a l t ə n ( - - )
English-71_falanan-1,,English,71_falanan,fold,fəʊld,f əʊ l d,,,122,,,,f əʊ l d - - ( - - )
Dutch-71_falanan-1,,Dutch,71_falanan,vouw,vɑuʋ,v ɑu ʋ,,,122,,,,v ɑu ʋ - ə - ( - - )
ProtoGermanic-335_steltjon-1,,ProtoGermanic,335_steltjon,*steltjōn,steltjoːn,s t e l t j oː n,,,123,,,,s t e l t j oː ( n )
German-335_steltjon-1,,German,335_steltjon,Stelze,ʃtɛlt͡sə,ʃ t ɛ l ts ə,,,123,,,,ʃ t ɛ l ts - ə ( - )
English-335_steltjon-1,,English,335_steltjon,stilt,stɪlt,s t ɪ l t,,,123,,,,s t ɪ l t - - ( - )
Dutch-335_steltjon-1,,Dutch,335_steltjon,stelt,stɛlt,s t ɛ l t,,,123,,,,s t ɛ l t - - ( - )
ProtoGermanic-462_xarmaz-1,,ProtoGermanic,462_xarmaz,*xarmaz,xarmaz,x a r m a z,,,124,,,,x a r m ( a z )
German-462_xarmaz-1,,German,462_xarmaz,Harm,harm,h a r m,,,124,,,,h a r m ( - - )
English-462_xarmaz-1,,English,462_xarmaz,harm,hɑːm,h ɑː m,,,124,,,,h ɑː - m ( - - )
ProtoGermanic-95_frustan-1,,ProtoGermanic,95_frustan,*frustan,frustan,f r u s t a n,,,125,,,,f r u - s t ( a n )
German-95_frustan-1,,German,95_frustan,Frost,frɔst,f r ɔ s t,,,125,,,,f r ɔ - s t ( - - )
English-95_frustan-1,,English,95_frustan,frost,frɔst,f r ɔ s t,,,125,,,,f r ɔ - s t ( - - )
Dutch-95_frustan-1,,Dutch,95_frustan,vorst,vɔrst,v ɔ r s t,,,125,,,,v - ɔ r s t ( - - )
ProtoGermanic-333_stelanan-1,,ProtoGermanic,333_stelanan,*stelanan,stelanan,s t e l a n a n,,,126,,,,s t e l a n ( a n )
German-333_stelanan-1,,German,333_stelanan,stehlen,ʃteːlən,ʃ t eː l ə n,,,126,,,,ʃ t eː l ə n ( - - )
English-333_stelanan-1,,English,333_stelanan,steal,stiːl,s t iː l,,,126,,,,s t iː l - - ( - - )
Dutch-333_stelanan-1,,Dutch,333_stelanan,stelen,steːlə,s t eː l ə,,,126,,,,s t eː l ə - ( - - )
ProtoGermanic-74_farnan-1,,ProtoGermanic,74_farnan,*farnan,farnan,f a r n a n,,,127,,,,f a r n ( a n )
German-74_farnan-1,,German,74_farnan,Farn,farn,f a r n,,,127,,,,f a r n ( - - )
English-74_farnan-1,,English,74_farnan,fern,fɜːn,f ɜː n,,,127,,,,f ɜː - n ( - - )
Dutch-74_farnan-1,,Dutch,74_farnan,varen,vaːrə,v aː r ə,,,127,,,,v aː r - ( ə - )
ProtoGermanic-221_natjan-1,,ProtoGermanic,221_natjan,*natjan,natjan,n a t j a n,,,128,,,,n a t j ( a n )
German-221_natjan-1,,German,221_natjan,Netz,nɛt͡s,n ɛ ts,,,128,,,,n ɛ ts - ( - - )
English-221_natjan-1,,English,221_natjan,net,nɛt,n ɛ t,,,128,,,,n ɛ t - ( - - )
Dutch-221_natjan-1,,Dutch,221_natjan,net,nɛt,n ɛ t,,,128,,,,n ɛ t - ( - - )
ProtoGermanic-9_barwon-1,,ProtoGermanic,9_barwon,*barwōn,barwoːn,b a r w oː n,,,129,,,,b a r ( w oː n )
German-9_barwon-1,,German,9_barwon,Bahre,baːrə,b aː r ə,,,129,,,,b aː r ( - ə - )
