ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment
English-196_maltaz-1,,English,196_maltaz,malt,mɔːlt,m ɔː l t,,,271,,,,m ɔː l t ( - - )
Dutch-196_maltaz-1,,Dutch,196_maltaz,mout,mɑut,m ɑu t,,,271,,,,m ɑu - t ( - - )
ProtoGermanic-133_kewwanan-1,,ProtoGermanic,133_kewwanan,*kewwanan,kewwanan,k e w a n a n,,,272,,,,k e w a n ( a n )
German-133_kewwanan-1,,German,133_kewwanan,kauen,kauən,k au ə n,,,272,,,,k au - ə n ( - - )
English-133_kewwanan-1,,English,133_kewwanan,chew,ʧuː,ʧ uː,,,272,,,,ʧ uː - - - ( - - )
Dutch-133_kewwanan-1,,Dutch,133_kewwanan,kauwen,kɑuʋə,k ɑu ʋ ə,,,272,,,,k ɑu ʋ ə - ( - - )
ProtoGermanic-427_wrenganan-1,,ProtoGermanic,427_wrenganan,*wrenganan,wrenganan,w r e n g a n a n,,,273,,,,w r e n g a n ( a n )
German-427_wrenganan-1,,German,427_wrenganan,ringen,rɪŋən,r ɪ ŋ ə n,,,273,,,,- r ɪ ŋ - ə n ( - - )
English-427_wrenganan-1,,English,427_wrenganan,wring,rɪŋ,r ɪ ŋ,,,273,,,,- r ɪ ŋ - - - ( - - )
Dutch-427_wrenganan-1,,Dutch,427_wrenganan,wringen,ʋrɪŋə,ʋ r ɪ ŋ ə,,,273,,,,ʋ r ɪ ŋ - ə - ( - - )
ProtoGermanic-405_waskanan-1,,ProtoGermanic,405_waskanan,*waskanan,waskanan,w a s k a n a n,,,274,,,,w a s k a n ( a n )
German-405_waskanan-1,,German,405_waskanan,waschen,vaʃən,v a ʃ ə n,,,274,,,,v a ʃ - ə n ( - - )
English-405_waskanan-1,,English,405_waskanan,wash,ʋɔʃ,ʋ ɔ ʃ,,,274,,,,ʋ ɔ ʃ - - - ( - - )
Dutch-405_waskanan-1,,Dutch,405_waskanan,wassen,ʋɑsə,ʋ ɑ s ə,,,274,,,,ʋ ɑ s - ə - ( - - )
ProtoGermanic-446_xaglan-1,,ProtoGermanic,446_xaglan,*xaglan,xaglan,x a g l a n,,,275,,,,x a g - l ( a n )
German-446_xaglan-1,,German,446_xaglan,Hagel,haːɡəl,h aː ɡ ə l,,,275,,,,h aː ɡ ə l ( - - )
English-446_xaglan-1,,English,446_xaglan,hail,heɪl,h eɪ l,,,275,,,,h eɪ - - l ( - - )
Dutch-446_xaglan-1,,Dutch,446_xaglan,hagel,haːɣəl,h aː ɣ ə l,,,275,,,,h aː ɣ ə l ( - - )
ProtoGermanic-519_rengwanan-1,,ProtoGermanic,519_rengwanan,*θrengwanan,θrengwanan,θ r e n gʷ a n a n,,,276,,,,θ r e n gʷ a n ( a n )
German-519_rengwanan-1,,German,519_rengwanan,dringen,drɪŋən,d r ɪ ŋ ə n,,,276,,,,d r ɪ ŋ - ə n ( - - )
Dutch-519_rengwanan-1,,Dutch,519_rengwanan,dringen,drɪŋə,d r ɪ ŋ ə,,,276,,,,d r ɪ ŋ - ə - ( - - )
ProtoGermanic-385_ufnaz-1,,ProtoGermanic,385_ufnaz,*ufnaz,ufnaz,u f n a z,,,277,,,,u f - n ( a z )
German-385_ufnaz-1,,German,385_ufnaz,Ofen,oːfən,oː f ə n,,,277,,,,oː f ə n ( - - )
English-385_ufnaz-1,,English,385_ufnaz,oven,ʌvṇ,ʌ v ə n,,,277,,,,ʌ v ə n ( - - )
Dutch-385_ufnaz-1,,Dutch,385_ufnaz,oven,oːvə,oː v ə,,,277,,,,oː v ə - ( - - )
ProtoGermanic-390_wadan-1,,ProtoGermanic,390_wadan,*wadan,wadan,w a d a n,,,278,,,,w a d ( a n )
German-390_wadan-1,,German,390_wadan,Watt,vat,v a t,,,278,,,,v a t ( - - )
Dutch-390_wadan-1,,Dutch,390_wadan,wad,ʋɑt,ʋ ɑ t,,,278,,,,ʋ ɑ t ( - - )
ProtoGermanic-225_nefod-1,,ProtoGermanic,225_nefod,*nefōd,nefoːd,n e f oː d,,,279,,,,n e f oː ( d )
German-225_nefod-1,,German,225_nefod,Neffe,nɛfə,n ɛ f ə,,,279,,,,n ɛ f ə ( - )
Dutch-225_nefod-1,,Dutch,225_nefod,neef,neːf,n eː f,,,279,,,,n eː f - ( - )
ProtoGermanic-129_jeran-1,,ProtoGermanic,129_jeran,*jēran,jeːran,j eː r a n,,,280,,,,j eː r ( a n )
German-129_jeran-1,,German,129_jeran,Jahr,jaːr,j aː r,,,280,,,,j aː r ( - - )
English-129_jeran-1,,English,129_jeran,year,jɪər,j ɪə r,,,280,,,,j ɪə r ( - - )
Dutch-129_jeran-1,,Dutch,129_jeran,jaar,jaːr,j aː r,,,280,,,,j aː r ( - - )
ProtoGermanic-320_spikan-1,,ProtoGermanic,320_spikan,*spikan,spikan,s p i k a n,,,281,,,,s p i kk ( a n )
German-320_spikan-1,,German,320_spikan,Speck,ʃpɛk,ʃ p ɛ k,,,281,,,,ʃ p ɛ k ( - - )
Dutch-320_spikan-1,,Dutch,320_spikan,spek,spɛk,s p ɛ k,,,281,,,,s p ɛ k ( - - )
ProtoGermanic-85_flaiskaz-1,,ProtoGermanic,85_flaiskaz,*flaiskaz,flaiskaz,f l ai s k a z,,,282,,,,f l ai s k ( a z )
German-85_flaiskaz-1,,German,85_flaiskaz,Fleisch,flaiʃ,f l ai ʃ,,,282,,,,f l ai ʃ - ( - - )
English-85_flaiskaz-1,,English,85_flaiskaz,flesh,flɛʃ,f l ɛ ʃ,,,282,,,,f l ɛ ʃ - ( - - )
Dutch-85_flaiskaz-1,,Dutch,85_flaiskaz,vlees,vleːs,v l eː s,,,282,,,,v l eː s - ( - - )
ProtoGermanic-46_buran-1,,ProtoGermanic,46_buran,*būran,buːran,b uː r a n,,,283,,,,b uː - r ( a n )
German-46_buran-1,,German,46_buran,Bauer,bauər,b au ə r,,,283,,,,b au ə r ( - - )
English-46_buran-1,,English,46_buran,bower,baʊər,b aʊ ə r,,,283,,,,b aʊ ə r ( - - )
Dutch-46_buran-1,,Dutch,46_buran,boer,buːr,b uː r,,,283,,,,b uː - r ( - - )
ProtoGermanic-1_bainan-1,,ProtoGermanic,1_bainan,*bainan,bainan,b ai n a n,,,284,,,,b ai n ( a n )
German-1_bainan-1,,German,1_bainan,Bein,bain,b ai n,,,284,,,,b ai n ( - - )
English-1_bainan-1,,English,1_bainan,bone,bəʊn,b əʊ n,,,284,,,,b əʊ n ( - - )
Dutch-1_bainan-1,,Dutch,1_bainan,been,beːn,b eː n,,,284,,,,b eː n ( - - )
ProtoGermanic-396_wakenan-1,,ProtoGermanic,396_wakenan,*wakēnan,wakeːnan,w a k eː n a n,,,285,,,,w a k eː n ( a n )
German-396_wakenan-1,,German,396_wakenan,wachen,vaxən,v a x ə n,,,285,,,,v a x ə n ( - - )
English-396_wakenan-1,,English,396_wakenan,wake,ʋeɪk,ʋ eɪ k,,,285,,,,ʋ eɪ k - - ( - - )
Dutch-396_wakenan-1,,Dutch,396_wakenan,waken,ʋaːkə,ʋ aː k ə,,,285,,,,ʋ aː k ə - ( - - )
ProtoGermanic-436_wejanan-1,,ProtoGermanic,436_wejanan,*wējanan,weːjanan,w eː j a n a n,,,286,,,,w eː j a n ( a n )
German-436_wejanan-1,,German,436_wejanan,wehen,veːən,v eː ə n,,,286,,,,v eː - ə n ( - - )
Dutch-436_wejanan-1,,Dutch,436_wejanan,waaien,ʋaːjə,ʋ aː j ə,,,286,,,,ʋ aː j ə - ( - - )
ProtoGermanic-161_laxstran-1,,ProtoGermanic,161_laxstran,*laxstran,laxstran,l a x s t r a n,,,287,,,,l a x s t - r ( a n )
German-161_laxstran-1,,German,161_laxstran,Laster,lastər,l a s t ə r,,,287,,,,l a - s t ə r ( - - )
Dutch-161_laxstran-1,,Dutch,161_laxstran,laster,lɑstər,l ɑ s t ə r,,,287,,,,l ɑ - s t ə r ( - - )
ProtoGermanic-431_wundran-1,,ProtoGermanic,431_wundran,*wundran,wundran,w u n d r a n,,,288,,,,w u n d - r ( a n )
German-431_wundran-1,,German,431_wundran,Wunder,vʊndər,v ʊ n d ə r,,,288,,,,v ʊ n d ə r ( - - )
English-431_wundran-1,,English,431_wundran,wonder,ʋʌndər,ʋ ʌ n d ə r,,,288,,,,ʋ ʌ n d ə r ( - - )
Dutch-431_wundran-1,,Dutch,431_wundran,wonder,ʋɔndər,ʋ ɔ n d ə r,,,288,,,,ʋ ɔ n d ə r ( - - )
ProtoGermanic-363_swester-1,,ProtoGermanic,363_swester,*swestēr,swesteːr,s w e s t eː r,,,289,,,,s w e s t eː r
German-363_swester-1,,German,363_swester,Schwester,ʃvɛstər,ʃ v ɛ s t ə r,,,289,,,,ʃ v ɛ s t ə r
English-363_swester-1,,English,363_swester,sister,sɪstər,s ɪ s t ə r,,,289,,,,s - ɪ s t ə r
Dutch-363_swester-1,,Dutch,363_swester,zuster,zʉstər,z ʉ s t ə r,,,289,,,,z - ʉ s t ə r
ProtoGermanic-308_snaigwaz-1,,ProtoGermanic,308_snaigwaz,*snaigwaz,snaigwaz,s n ai gʷ a z,,,290,,,,s n ai ( gʷ a z )
German-308_snaigwaz-1,,German,308_snaigwaz,Schnee,ʃneː,ʃ n eː,,,290,,,,ʃ n eː ( - - - )
English-308_snaigwaz-1,,English,308_snaigwaz,snow,snəʊ,s n əʊ,,,290,,,,s n əʊ ( - - - )
Dutch-308_snaigwaz-1,,Dutch,308_snaigwaz,sneeuw,sneːʋ,s n eː ʋ,,,290,,,,s n eː ( ʋ - - )
ProtoGermanic-153_lakanan-1,,ProtoGermanic,153_lakanan,*lakanan,lakanan,l a k a n a n,,,291,,,,l a k a n ( a n )
German-153_lakanan-1,,German,153_lakanan,lachen,laxən,l a x ə n,,,291,,,,l a x ə n ( - - )
English-153_lakanan-1,,English,153_lakanan,laugh,lɑːf,l ɑː f,,,291,,,,l ɑː f - - ( - - )
Dutch-153_lakanan-1,,Dutch,153_lakanan,lachen,lɑxə,l ɑ x ə,,,291,,,,l ɑ x ə - ( - - )
ProtoGermanic-214_mulon-1,,ProtoGermanic,214_mulon,*mūlōn,muːloːn,m uː l oː n,,,292,,,,m uː l ( oː n )
German-214_mulon-1,,German,214_mulon,Maul,maul,m au l,,,292,,,,m au l ( - - )
Dutch-214_mulon-1,,Dutch,214_mulon,muil,mœyl,m œy l,,,292,,,,m œy l ( - - )
ProtoGermanic-245_regnan-1,,ProtoGermanic,245_regnan,*regnan,regnan,r e g n a n,,,293,,,,r e g - n ( a n )
German-245_regnan-1,,German,245_regnan,Regen,reːɡən,r eː ɡ ə n,,,293,,,,r eː ɡ ə n ( - - )
English-245_regnan-1,,English,245_regnan,rain,reɪn,r eɪ n,,,293,,,,r eɪ - - n ( - - )
Dutch-245_regnan-1,,Dutch,245_regnan,regen,reːɣə,r eː ɣ ə,,,293,,,,r eː ɣ ə - ( - - )
ProtoGermanic-473_xemenaz-1,,ProtoGermanic,473_xemenaz,*xemenaz,xemenaz,x e m e n a z,,,294,,,,x e m e ( n a z )
German-473_xemenaz-1,,German,473_xemenaz,Himmel,hɪməl,h ɪ m ə l,,,294,,,,h ɪ m ə ( l - - )
English-473_xemenaz-1,,English,473_xemenaz,heaven,hɛvṇ,h ɛ v ə n,,,294,,,,h ɛ v ə ( n - - )
Dutch-473_xemenaz-1,,Dutch,473_xemenaz,hemel,heːməl,h eː m ə l,,,294,,,,h eː m ə ( l - - )
ProtoGermanic-364_swinan-1,,ProtoGermanic,364_swinan,*swīnan,swiːnan,s w iː n a n,,,295,,,,s w iː n ( a n )
German-364_swinan-1,,German,364_swinan,Schwein,ʃvain,ʃ v ai n,,,295,,,,ʃ v ai n ( - - )
English-364_swinan-1,,English,364_swinan,swine,sʋaɪn,s ʋ aɪ n,,,295,,,,s ʋ aɪ n ( - - )
Dutch-364_swinan-1,,Dutch,364_swinan,zwijn,zʋɛɪn,z ʋ ɛɪ n,,,295,,,,z ʋ ɛɪ n ( - - )
ProtoGermanic-284_skamo-1,,ProtoGermanic,284_skamo,*skamō,skamoː,s k a m oː,,,296,,,,s k a m ( oː )
German-284_skamo-1,,German,284_skamo,Scham,ʃaːm,ʃ aː m,,,296,,,,ʃ - aː m ( - )
English-284_skamo-1,,English,284_skamo,shame,ʃeɪm,ʃ eɪ m,,,296,,,,ʃ - eɪ m ( - )
ProtoGermanic-49_dailiz-1,,ProtoGermanic,49_dailiz,*dailiz,dailiz,d ai l i z,,,297,,,,d ai l ( i z )
German-49_dailiz-1,,German,49_dailiz,Teil,tail,t ai l,,,297,,,,t ai l ( - - )
English-49_dailiz-1,,English,49_dailiz,deal,diːl,d iː l,,,297,,,,d iː l ( - - )
Dutch-49_dailiz-1,,Dutch,49_dailiz,deel,deːl,d eː l,,,297,,,,d eː l ( - - )
ProtoGermanic-124_gulan-1,,ProtoGermanic,124_gulan,*gulθan,gulθan,g u l θ a n,,,298,,,,g u l θ ( a n )
German-124_gulan-1,,German,124_gulan,Gold,ɡɔlt,ɡ ɔ l t,,,298,,,,ɡ ɔ l d ( - - )
English-124_gulan-1,,English,124_gulan,gold,ɡəʊld,ɡ əʊ l d,,,298,,,,ɡ əʊ l d ( - - )
Dutch-124_gulan-1,,Dutch,124_gulan,goud,xɑut,x ɑu t,,,298,,,,x ɑu - t ( - - )
ProtoGermanic-146_kowz-1,,ProtoGermanic,146_kowz,*kōwz,koːwz,k oː w z,,,299,,,,k oː ( w z )
German-146_kowz-1,,German,146_kowz,Kuh,kuː,k uː,,,299,,,,k uː ( - - )
English-146_kowz-1,,English,146_kowz,cow,kaʊ,k aʊ,,,299,,,,k aʊ ( - - )
Dutch-146_kowz-1,,Dutch,146_kowz,koe,kuː,k uː,,,299,,,,k uː ( - - )
ProtoGermanic-258_rodo-1,,ProtoGermanic,258_rodo,*rōdō,roːdoː,r oː d oː,,,300,,,,r oː d oː
German-258_rodo-1,,German,258_rodo,Rute,ruːtə,r uː t ə,,,300,,,,r uː t ə
English-258_rodo-1,,English,258_rodo,rood,ruːd,r uː d,,,300,,,,r uː d -
ProtoGermanic-355_surgo-1,,ProtoGermanic,355_surgo,*surgō,surgoː,s u r g oː,,,301,,,,s u r g oː
German-355_surgo-1,,German,355_surgo,Sorge,zɔrɡə,z ɔ r ɡ ə,,,301,,,,z ɔ r ɡ ə
English-355_surgo-1,,English,355_surgo,sorrow,sɔrəʊ,s ɔ r əʊ,,,301,,,,s ɔ r əʊ -
Dutch-355_surgo-1,,Dutch,355_surgo,zorg,zɔrx,z ɔ r x,,,301,,,,z ɔ r x -
ProtoGermanic-521_reanan-1,,ProtoGermanic,521_reanan,*θrēanan,θreːanan,θ r eː a n a n,,,302,,,,θ r eː - a n ( a n )
German-521_reanan-1,,German,521_reanan,drehen,dreːən,d r eː ə n,,,302,,,,d r eː - ə n ( - - )
Dutch-521_reanan-1,,Dutch,521_reanan,draaien,draːjə,d r aː j ə,,,302,,,,d r aː j ə - ( - - )
ProtoGermanic-420_wextiz-1,,ProtoGermanic,420_wextiz,*wextiz,wextiz,w e x t i z,,,303,,,,w e x t ( i z )
German-420_wextiz-1,,German,420_wextiz,Wicht,vɪxt,v ɪ x t,,,303,,,,v ɪ x t ( - - )
English-420_wextiz-1,,English,420_wextiz,wight,ʋaɪt,ʋ aɪ t,,,303,,,,ʋ aɪ - t ( - - )
ProtoGermanic-89_fleuganan-1,,ProtoGermanic,89_fleuganan,*fleuganan,fleuganan,f l eu g a n a n,,,304,,,,f l eu g a n ( a n )
German-89_fleuganan-1,,German,89_fleuganan,fliegen,fliːɡən,f l iː ɡ ə n,,,304,,,,f l iː ɡ ə n ( - - )
English-89_fleuganan-1,,English,89_fleuganan,fly,flaɪ,f l aɪ,,,304,,,,f l aɪ - - - ( - - )
Dutch-89_fleuganan-1,,Dutch,89_fleuganan,vliegen,vliːɣə,v l iː ɣ ə,,,304,,,,v l iː ɣ ə - ( - - )
ProtoGermanic-274_seduz-1,,ProtoGermanic,274_seduz,*seduz,seduz,s e d u z,,,305,,,,s e d u ( z )
German-274_seduz-1,,German,274_seduz,Sitte,zɪtə,z ɪ t ə,,,305,,,,z ɪ t ə ( - )
Dutch-274_seduz-1,,Dutch,274_seduz,zede,zeːdə,z eː d ə,,,305,,,,z eː d ə ( - )
ProtoGermanic-282_skaiiz-1,,ProtoGermanic,282_skaiiz,*skaiθiz,skaiθiz,s k ai θ i z,,,306,,,,s k ai θ i ( z )
German-282_skaiiz-1,,German,282_skaiiz,Scheide,ʃaidə,ʃ ai d ə,,,306,,,,ʃ - ai d ə ( - )
English-282_skaiiz-1,,English,282_skaiiz,sheath,ʃiːθ,ʃ iː θ,,,306,,,,ʃ - iː θ - ( - )
Dutch-282_skaiiz-1,,Dutch,282_skaiiz,schede,sxeːdə,s x eː d ə,,,306,,,,s x eː d ə ( - )
ProtoGermanic-425_wira-1,,ProtoGermanic,425_wira,*wiθra,wiθra,w i θ r a,,,307,,,,w i θ - r ( a )
German-425_wira-1,,German,425_wira,Widder,vɪdər,v ɪ d ə r,,,307,,,,v ɪ d ə r ( - )
English-425_wira-1,,English,425_wira,wether,ʋɛðər,ʋ ɛ ð ə r,,,307,,,,ʋ ɛ ð ə r ( - )
Dutch-425_wira-1,,Dutch,425_wira,weder,ʋeːdər,ʋ eː d ə r,,,307,,,,ʋ eː d ə r ( - )
ProtoGermanic-224_nebulo-1,,ProtoGermanic,224_nebulo,*nebulō,nebuloː,n e b u l oː,,,308,,,,n e b u l ( oː )
German-224_nebulo-1,,German,224_nebulo,Nebel,neːbəl,n eː b ə l,,,308,,,,n eː b ə l ( - )
Dutch-224_nebulo-1,,Dutch,224_nebulo,nevel,neːvəl,n eː v ə l,,,308,,,,n eː v ə l ( - )
ProtoGermanic-434_wurmazwurmiz-1,,ProtoGermanic,434_wurmazwurmiz,*wurmaz/wurmiz,wurmaz/wurmiz,w u r m a z,,,309,,,,w u r m ( a z )
German-434_wurmazwurmiz-1,,German,434_wurmazwurmiz,Wurm,vʊrm,v ʊ r m,,,309,,,,v ʊ r m ( - - )
English-434_wurmazwurmiz-1,,English,434_wurmazwurmiz,worm,ʋɜːm,ʋ ɜː m,,,309,,,,ʋ ɜː - m ( - - )
Dutch-434_wurmazwurmiz-1,,Dutch,434_wurmazwurmiz,worm,ʋɔrm,ʋ ɔ r m,,,309,,,,ʋ ɔ r m ( - - )
ProtoGermanic-406_watnan-1,,ProtoGermanic,406_watnan,*watnan,watoːr,w a t n a n,,,310,,,,w a t oː r
German-406_watnan-1,,German,406_watnan,Wasser,vasər,v a s ə r,,,310,,,,v a s ə r
English-406_watnan-1,,English,406_watnan,water,ʋɔːtər,ʋ ɔː t ə r,,,310,,,,ʋ ɔː t ə r
Dutch-406_watnan-1,,Dutch,406_watnan,water,ʋaːtər,ʋ aː t ə r,,,310,,,,ʋ aː t ə r
ProtoGermanic-34_brukanan-1,,ProtoGermanic,34_brukanan,*brūkanan,bruːkanan,b r uː k a n a n,,,311,,,,( - - ) b r uː k a n ( a n )
German-34_brukanan-1,,German,34_brukanan,brauchen,brauxən,b r au x ə n,,,311,,,,( - - ) b r au x ə n ( - - )
English-34_brukanan-1,,English,34_brukanan,brook,brʊk,b r ʊ k,,,311,,,,( - - ) b r ʊ k - - ( - - )
Dutch-34_brukanan-1,,Dutch,34_brukanan,gebruiken,xəbrœykə,x ə b r œy k ə,,,311,,,,( x ə ) b r œy k ə - ( - - )
ProtoGermanic-114_geldanan-1,,ProtoGermanic,114_geldanan,*geldanan,geldanan,g e l d a n a n,,,312,,,,g e l d a n ( a n )
German-114_geldanan-1,,German,114_geldanan,gelten,ɡɛltən,ɡ ɛ l t ə n,,,312,,,,ɡ ɛ l t ə n ( - - )
Dutch-114_geldanan-1,,Dutch,114_geldanan,gelden,xɛldə,x ɛ l d ə,,,312,,,,x ɛ l d ə - ( - - )
ProtoGermanic-491_xulojanan-1,,ProtoGermanic,491_xulojanan,*xulōjanan,xuloːjanan,x u l oː j a n a n,,,313,,,,x u l oː j a n ( a n )
German-491_xulojanan-1,,German,491_xulojanan,holen,hoːlən,h oː l ə n,,,313,,,,h oː l - - ə n ( - - )
Dutch-491_xulojanan-1,,Dutch,491_xulojanan,halen,haːlə,h aː l ə,,,313,,,,h aː l - - ə - ( - - )
ProtoGermanic-303_slaxanan-1,,ProtoGermanic,303_slaxanan,*slaxanan,slaxanan,s l a x a n a n,,,314,,,,s l a x a n ( a n )
German-303_slaxanan-1,,German,303_slaxanan,schlagen,ʃlaːɡən,ʃ l aː ɡ ə n,,,314,,,,ʃ l aː ɡ ə n ( - - )
English-303_slaxanan-1,,English,303_slaxanan,slay,sleɪ,s l eɪ,,,314,,,,s l eɪ - - - ( - - )
Dutch-303_slaxanan-1,,Dutch,303_slaxanan,slaan,slaːn,s l aː n,,,314,,,,s l aː - - n ( - - )
ProtoGermanic-178_lukkaz-1,,ProtoGermanic,178_lukkaz,*lukkaz,lukkaz,l u kː a z,,,315,,,,l u kː ( a z )
German-178_lukkaz-1,,German,178_lukkaz,Locke,lɔkə,l ɔ k ə,,,315,,,,l ɔ k ( ə - )
English-178_lukkaz-1,,English,178_lukkaz,lock,lɔk,l ɔ k,,,315,,,,l ɔ k ( - - )
Dutch-178_lukkaz-1,,Dutch,178_lukkaz,lok,lɔk,l ɔ k,,,315,,,,l ɔ k ( - - )
ProtoGermanic-115_gennanan-1,,ProtoGermanic,115_gennanan,*gennanan,gennanan,g e nː a n a n,,,316,,,,( - - ) g e nː a n ( a n )
German-115_gennanan-1,,German,115_gennanan,beginnen,bəɡɪnən,b ə ɡ ɪ n ə n,,,316,,,,( b ə ) ɡ ɪ n ə n ( - - )
English-115_gennanan-1,,English,115_gennanan,begin,bɪɡɪn,b ɪ ɡ ɪ n,,,316,,,,( b ɪ ) ɡ ɪ n - - ( - - )
Dutch-115_gennanan-1,,Dutch,115_gennanan,beginnen,bəɣɪnə,b ə ɣ ɪ n ə,,,316,,,,( b ə ) ɣ ɪ n ə - ( - - )
ProtoGermanic-27_braudan-1,,ProtoGermanic,27_braudan,*braudan,braudan,b r au d a n,,,317,,,,b r au d ( a n )
German-27_braudan-1,,German,27_braudan,Brot,broːt,b r oː t,,,317,,,,b r oː t ( - - )
English-27_braudan-1,,English,27_braudan,bread,brɛd,b r ɛ d,,,317,,,,b r ɛ d ( - - )
Dutch-27_braudan-1,,Dutch,27_braudan,brood,broːt,b r oː t,,,317,,,,b r oː t ( - - )
ProtoGermanic-279_sexs-1,,ProtoGermanic,279_sexs,*sexs,sexs,s e x s,,,318,,,,s e x s
German-279_sexs-1,,German,279_sexs,sechs,zɛks,z ɛ k s,,,318,,,,z ɛ k s
English-279_sexs-1,,English,279_sexs,six,sɪks,s ɪ k s,,,318,,,,s ɪ k s
Dutch-279_sexs-1,,Dutch,279_sexs,zes,zɛs,z ɛ s,,,318,,,,z ɛ - s
ProtoGermanic-481_xnakkaz-1,,ProtoGermanic,481_xnakkaz,*xnakkaz,xnakkaz,x n a kː a z,,,319,,,,x n a kː ( a z )
German-481_xnakkaz-1,,German,481_xnakkaz,Nacken,nakən,n a k ə n,,,319,,,,- n a k ( ə n )
English-481_xnakkaz-1,,English,481_xnakkaz,neck,nɛk,n ɛ k,,,319,,,,- n ɛ k ( - - )
Dutch-481_xnakkaz-1,,Dutch,481_xnakkaz,nek,nɛk,n ɛ k,,,319,,,,- n ɛ k ( - - )
ProtoGermanic-332_stekanan-1,,ProtoGermanic,332_stekanan,*stekanan,stekanan,s t e k a n a n,,,320,,,,s t e k a n ( a n )
German-332_stekanan-1,,German,332_stekanan,stechen,ʃtɛxən,ʃ t ɛ x ə n,,,320,,,,ʃ t ɛ x ə n ( - - )
Dutch-332_stekanan-1,,Dutch,332_stekanan,steken,steːkə,s t eː k ə,,,320,,,,s t eː k ə - ( - - )
ProtoGermanic-403_warto-1,,ProtoGermanic,403_warto,*warto,warto,w a r t o,,,321,,,,w a r - t o
German-403_warto-1,,German,403_warto,Warze,vart͡sə,v a r ts ə,,,321,,,,v a r - ts ə
English-403_warto-1,,English,403_warto,wart,ʋɔːt,ʋ ɔː t,,,321,,,,ʋ ɔː - - t -
Dutch-403_warto-1,,Dutch,403_warto,wrat,ʋrɑt,ʋ r ɑ t,,,321,,,,ʋ - r ɑ t -
ProtoGermanic-8_bardaz-1,,ProtoGermanic,8_bardaz,*bardaz,bardaz,b a r d a z,,,322,,,,b a r d ( a z )
German-8_bardaz-1,,German,8_bardaz,Bart,baːrt,b aː r t,,,322,,,,b aː r t ( - - )
English-8_bardaz-1,,English,8_bardaz,beard,bɪəd,b ɪə d,,,322,,,,b ɪə - d ( - - )
Dutch-8_bardaz-1,,Dutch,8_bardaz,baard,baːrt,b aː r t,,,322,,,,b aː r t ( - - )
ProtoGermanic-10_barzan-1,,ProtoGermanic,10_barzan,*barzan,barzan,b a r z a n,,,323,,,,b a r z a n
German-10_barzan-1,,German,10_barzan,Barsch,baːrʃ,b aː r ʃ,,,323,,,,b aː r ʃ - -
Dutch-10_barzan-1,,Dutch,10_barzan,baars,baːrs,b aː r s,,,323,,,,b aː r s - -
ProtoGermanic-50_dalaz-1,,ProtoGermanic,50_dalaz,*dalaz,dalaz,d a l a z,,,324,,,,d a l ( a z )
German-50_dalaz-1,,German,50_dalaz,Tal,taːl,t aː l,,,324,,,,t aː l ( - - )
English-50_dalaz-1,,English,50_dalaz,dale,deɪl,d eɪ l,,,324,,,,d eɪ l ( - - )
Dutch-50_dalaz-1,,Dutch,50_dalaz,dal,dɑl,d ɑ l,,,324,,,,d ɑ l ( - - )
ProtoGermanic-372_talaz-1,,ProtoGermanic,372_talaz,*talaz,talaz,t a l a z,,,325,,,,t a l ( a z )
German-372_talaz-1,,German,372_talaz,Zahl,t͡saːl,ts aː l,,,325,,,,ts aː l ( - - )
Dutch-372_talaz-1,,Dutch,372_talaz,taal,taːl,t aː l,,,325,,,,t aː l ( - - )
ProtoGermanic-278_setjanan-1,,ProtoGermanic,278_setjanan,*setjanan,setjanan,s e t j a n a n,,,326,,,,s e t j a n ( a n )
German-278_setjanan-1,,German,278_setjanan,sitzen,zɪt͡sən,z ɪ ts ə n,,,326,,,,z ɪ ts - ə n ( - - )
English-278_setjanan-1,,English,278_setjanan,sit,sɪt,s ɪ t,,,326,,,,s ɪ t - - - ( - - )
Dutch-278_setjanan-1,,Dutch,278_setjanan,zitten,zɪtə,z ɪ t ə,,,326,,,,z ɪ t - ə - ( - - )
ProtoGermanic-302_skuro-1,,ProtoGermanic,302_skuro,*skūrō,skuːroː,s k uː r oː,,,327,,,,s k uː - r ( oː )
German-302_skuro-1,,German,302_skuro,Schauer,ʃauər,ʃ au ə r,,,327,,,,ʃ - au ə r ( - )
English-302_skuro-1,,English,302_skuro,shower,ʃaʊər,ʃ aʊ ə r,,,327,,,,ʃ - aʊ ə r ( - )
ProtoGermanic-508_ankaz-2,,ProtoGermanic,508_ankaz,*θankaz,θankaz,θ a n k a z,,,328,,,,θ a n k ( a z )
German-508_ankaz-2,,German,508_ankaz,Dank,daŋk,d a ŋ k,,,328,,,,d a ŋ k ( - - )
English-508_ankaz-2,,English,508_ankaz,thanks,θæŋks,θ æ ŋ k s,,,328,,,,θ æ ŋ k ( - s )
Dutch-508_ankaz-2,,Dutch,508_ankaz,dank,dɑŋk,d ɑ ŋ k,,,328,,,,d ɑ ŋ k ( - - )
ProtoGermanic-125_igilazigulaz-1,,ProtoGermanic,125_igilazigulaz,*igilaz/igulaz,igilaz/igulaz,i g i l a z,,,329,,,,i g i l ( a z )
German-125_igilazigulaz-1,,German,125_igilazigulaz,Igel,iːɡəl,iː ɡ ə l,,,329,,,,iː ɡ ə l ( - - )
